url_count,url_length_mean,has_suspicious_tld,has_ip_in_url,has_url_shortener,num_subdomains,sender_domain_mismatch,sender_reply_mismatch,external_sender,spf_pass,dkim_pass,dmarc_pass,subject_length,body_length,num_html_links,has_urgency_keyword,has_credential_request,has_money_keyword,spelling_errors,num_uppercase_words,has_attachment,attachment_is_macro,attachment_is_exe,attachment_size_kb,num_received_hops,is_reply,is_forwarded,label
1,91.79384628832848,0,0,0,3,1,0,1,1,0,1,52,1123,13,1,1,0,8,9,0,0,0,516.0338412296825,7,0,0,PHISHING
1,97.38275104268581,0,0,0,4,1,0,1,1,0,1,55,505,9,0,0,0,4,2,1,0,0,0.0,6,0,1,PHISHING
4,72.45236260246413,0,0,1,3,1,0,1,1,1,0,89,1056,10,1,1,0,7,11,0,1,0,245.5882575805446,7,0,0,PHISHING
6,63.81629714130463,0,0,1,3,1,1,1,1,0,0,36,1076,2,1,1,0,3,7,0,1,0,327.26914646241914,4,0,0,PHISHING
4,50.42882780893265,0,0,0,2,0,0,0,1,1,1,31,2019,4,1,0,0,0,3,0,0,0,80.96689457461613,3,0,0,BENIGN
2,61.14360236199578,0,0,0,2,1,0,0,1,1,1,84,839,11,0,1,0,2,6,1,0,0,119.5795256413785,5,0,0,BENIGN
4,42.38740899292563,0,0,0,2,1,0,1,1,0,0,81,1349,9,0,0,0,0,5,0,0,0,369.90339801315235,4,1,0,BENIGN
1,23.177662721133164,0,0,0,2,0,1,1,1,1,1,62,1576,1,0,1,1,2,1,1,0,0,596.7046076884221,3,1,0,BENIGN
1,50.23163841069443,1,0,0,2,0,0,0,1,1,1,70,1791,9,0,0,0,3,3,0,0,0,418.97600524662766,3,1,1,BENIGN
2,90.2392436880779,0,0,1,2,1,0,1,0,0,1,55,1016,19,0,1,1,2,4,0,1,0,601.6064189838148,7,0,1,PHISHING
2,42.14023413742261,0,0,0,1,1,0,1,1,0,1,57,2123,0,1,0,0,3,7,1,0,0,531.4253051433968,2,1,0,BENIGN
2,43.54070102379766,0,0,0,1,0,0,1,1,1,1,75,830,0,0,0,0,1,7,0,0,0,397.5745181264183,4,0,0,BENIGN
3,89.42444410213697,1,1,1,3,1,0,1,1,0,0,103,1720,3,1,1,0,6,3,0,1,0,153.33109898699757,5,0,1,PHISHING
2,51.87224032190603,1,0,1,2,1,1,1,0,0,1,49,1711,18,0,1,1,0,12,1,0,0,143.8079040602105,7,0,0,PHISHING
4,91.57806816451486,1,0,1,4,0,1,1,1,1,1,46,649,16,1,0,0,4,10,1,0,0,462.2645423810751,8,0,0,PHISHING
6,104.81002830976009,1,0,0,3,1,1,1,0,0,0,84,241,14,0,0,0,NAN,7,1,0,0,0.0,5,0,1,PHISHING
6,65.07238914671242,1,0,0,4,0,1,1,1,0,0,104,1714,14,1,1,0,4,10,1,1,0,29.190464559199427,8,0,0,PHISHING
4,15.104094434187662,0,0,1,1,1,0,1,1,1,0,21,265,8,0,0,1,3,7,0,0,0,450.58197378961563,3,1,0,BENIGN
2,40.25814944029698,0,0,0,2,1,0,1,0,0,1,96,166,10,1,0,0,1,8,0,0,0,0.0,6,0,1,PHISHING
2,20.70192008412345,0,0,0,2,0,0,0,1,1,1,69,911,6,0,0,1,0,0,0,0,0,699.8625396541711,4,1,0,BENIGN
3,91.53631637701135,0,0,0,1,1,1,1,1,1,0,87,942,7,0,0,0,0,13,1,0,1,500.4606205089315,6,0,1,PHISHING
1,53.739828629815605,0,0,0,1,0,0,1,1,1,1,48,1989,2,0,0,1,1,2,1,0,0,189.77928097289197,5,1,0,BENIGN
1,20.980830943217196,0,0,0,1,0,0,0,1,1,0,68,496,5,0,0,0,2,7,0,0,0,434.9020536628169,5,0,0,BENIGN
1,96.47474748185073,0,1,0,2,0,1,1,0,0,0,86,938,2,0,1,0,2,11,1,1,0,181.64759055851826,4,0,0,PHISHING
2,81.48244033289228,0,0,1,2,1,1,1,1,0,0,41,724,13,1,0,0,6,2,0,0,0,289.4902552507323,6,0,0,PHISHING
7,107.46705956202997,1,1,1,4,1,0,0,1,1,0,71,388,8,1,0,0,7,9,1,0,0,377.68233464733584,5,0,1,PHISHING
1,47.847650892561646,1,0,0,2,0,0,1,1,1,1,37,2089,4,0,0,0,0,3,1,0,0,0.0,3,0,0,BENIGN
1,60.28283174840453,0,1,0,2,0,0,1,1,0,1,33,688,10,1,1,1,3,3,0,1,0,590.0153095923237,5,0,1,PHISHING
0,40.70626899666462,1,0,0,2,0,0,0,1,1,1,86,1534,5,0,0,0,1,7,0,0,0,385.9568386596511,3,1,0,BENIGN
5,48.68720707482701,0,0,1,3,0,1,1,1,0,0,25,84,19,0,1,1,5,2,0,0,0,0.0,5,0,0,PHISHING
3,92.92676131172114,0,0,1,2,1,0,0,1,1,0,90,1538,8,1,1,0,0,10,1,1,0,202.76142583249322,8,0,1,PHISHING
0,55.60274461348576,1,0,0,1,0,0,1,1,1,1,94,2022,2,0,0,0,0,4,0,0,0,250.09499727330456,5,0,0,BENIGN
1,93.36518229326803,1,0,1,3,1,0,1,0,0,0,52,445,17,1,0,0,8,14,0,0,0,386.8765832412665,7,1,0,PHISHING
7,104.6021136645901,1,0,0,1,1,1,1,0,1,1,32,269,2,1,1,0,1,11,1,1,1,299.5329309108546,7,1,0,PHISHING
3,67.07237959489736,0,0,0,1,0,0,1,1,1,0,64,912,7,1,0,0,0,4,1,0,0,249.1628488736473,5,0,1,BENIGN
5,86.5768918376238,1,0,1,2,0,1,1,0,1,1,70,1588,6,0,1,1,2,11,0,1,0,0.0,8,1,0,PHISHING
3,25.688661280889534,0,0,0,1,0,0,1,1,1,0,64,915,4,0,0,1,1,7,1,0,0,437.0040381465169,2,0,0,BENIGN
3,64.37970926173367,1,1,1,2,1,1,1,1,0,1,63,1672,3,0,0,1,0,7,0,0,1,0.0,8,0,0,PHISHING
2,20.22361277731099,0,0,0,1,1,1,0,1,0,1,34,1745,1,0,0,1,1,4,0,0,0,0.0,5,0,0,BENIGN
2,50.30616095749352,1,0,1,3,1,1,1,1,0,1,94,701,19,0,1,0,7,1,1,0,0,4.124609387220602,4,0,0,PHISHING
2,114.0714075829085,0,0,0,2,1,0,1,0,0,1,43,1368,15,1,1,0,7,9,0,0,0,0.0,3,1,1,PHISHING
4,32.43804893872211,0,0,0,2,0,0,0,1,1,1,92,2389,0,0,0,0,0,4,1,1,0,198.73426686150046,3,1,0,BENIGN
5,73.31358848769823,1,1,1,2,1,0,1,1,0,1,35,638,10,0,1,1,3,7,0,0,0,87.18668351196752,4,0,0,PHISHING
4,31.156703371570984,0,0,0,2,0,0,NAN,1,1,1,73,1477,8,0,0,0,1,1,1,0,0,308.9125687655621,5,1,0,BENIGN
7,81.5836528972714,0,0,0,1,1,1,1,1,0,0,89,1051,7,1,1,1,0,7,0,0,0,238.04282171164897,5,0,1,PHISHING
2,33.55414185457849,0,0,0,1,0,0,0,1,1,1,45,1675,9,0,0,1,2,1,0,0,0,157.132864783873,5,1,1,BENIGN
1,68.60032353712865,0,0,0,1,0,0,1,1,1,1,70,912,1,0,0,0,0,1,0,0,1,700.381490039291,2,1,0,BENIGN
4,54.2875667546309,0,0,0,2,1,0,0,1,0,1,84,856,2,1,0,1,1,0,1,0,0,349.515654938839,5,1,0,BENIGN
7,33.32224438476507,1,0,1,1,0,0,1,1,1,1,39,444,10,0,0,0,7,0,1,0,0,0.0,3,0,0,PHISHING
3,35.92498930786903,0,0,1,1,0,0,0,1,0,1,56,1434,10,0,0,0,0,7,0,0,0,338.1211841431379,4,1,0,BENIGN
4,65.04279150018256,0,0,0,2,0,0,1,1,1,1,85,920,0,0,0,0,3,1,0,0,0,377.2800870855858,4,0,0,BENIGN
2,28.548216323180405,0,0,0,2,0,1,0,1,1,1,67,954,11,0,0,0,2,7,0,0,0,0.0,3,1,0,BENIGN
2,40.02767741854118,0,0,0,1,0,0,1,1,1,0,62,697,4,1,1,0,0,5,0,0,0,224.98025583364358,4,0,0,BENIGN
2,131.40149703291758,0,0,1,2,1,1,1,1,0,0,67,150,9,1,1,0,7,12,0,0,0,384.8988146087907,8,0,0,PHISHING
5,62.49375055246226,0,0,1,4,1,1,1,1,1,1,47,1179,4,1,1,0,0,3,0,0,0,0.0,8,0,0,PHISHING
1,54.93998955578226,0,0,0,1,0,0,0,1,1,1,25,827,3,0,0,0,3,4,0,0,0,275.6212249870879,3,0,1,BENIGN
3,36.435845077173084,0,0,0,1,1,0,1,1,1,1,20,808,4,0,0,0,0,2,0,0,0,6.173516430478315,2,1,0,BENIGN
0,25.24754683412638,0,0,0,2,0,0,1,1,0,1,45,737,11,0,0,0,1,7,1,0,0,247.8395221133326,3,0,0,BENIGN
1,56.73525513626492,0,0,1,1,0,0,1,1,1,0,87,2073,1,0,0,1,0,1,0,0,0,143.83680891960472,2,1,0,BENIGN
3,43.99570240652699,0,0,0,1,0,1,0,1,0,1,53,2347,6,0,0,0,3,6,1,0,0,208.62578538112183,3,1,0,BENIGN
0,68.47077032504856,0,0,0,2,0,0,0,1,1,1,77,2167,4,0,0,0,3,0,1,0,0,201.05056523934573,2,0,0,BENIGN
0,55.961620367079675,0,0,0,2,1,0,1,0,1,1,20,1181,7,0,0,0,1,3,0,0,0,302.25287750583846,5,0,0,BENIGN
7,86.77989046848742,0,0,1,4,1,1,1,1,0,0,29,1054,8,1,1,0,6,6,1,1,0,716.6361980808935,3,0,0,PHISHING
6,86.81320131589919,1,1,1,3,0,1,1,1,1,1,39,498,11,1,1,0,5,14,0,0,0,336.2008337563768,4,0,0,PHISHING
5,108.67133133787868,1,0,1,1,1,0,1,1,1,0,54,1144,7,0,0,1,8,4,1,0,0,0.0,6,1,0,PHISHING
1,55.48795097542332,0,0,0,2,0,0,0,1,1,0,80,2478,5,0,0,0,0,4,0,1,0,333.59182100855287,5,0,0,BENIGN
4,42.605275388669746,0,0,0,2,0,0,0,1,0,0,67,501,10,0,0,0,0,1,0,0,0,0.0,2,1,1,BENIGN
4,92.38667103393516,1,0,0,1,0,0,1,0,0,0,90,999,6,1,1,1,8,6,1,0,0,364.47199738709105,7,0,1,PHISHING
4,81.85726350703189,1,0,0,4,1,1,1,1,0,0,65,996,17,1,1,1,1,3,0,0,0,307.63777879749864,5,0,0,PHISHING
7,103.81803262152482,1,1,0,2,1,1,1,0,1,0,103,291,8,1,1,0,4,10,1,0,0,40.88316951802895,3,0,0,PHISHING
4,88.5760075386061,0,0,0,2,1,0,0,1,1,1,27,1095,0,1,0,0,1,1,1,0,0,490.4979558305124,5,1,0,BENIGN
3,96.850858264358,1,0,0,1,1,1,1,0,0,1,57,1736,19,1,1,0,6,3,0,0,0,12.021408444955,4,0,1,PHISHING
4,41.67695826403799,0,0,0,2,0,1,1,1,1,1,87,1315,5,0,0,0,0,6,0,0,0,0.0,5,0,0,BENIGN
3,10.630657371028498,0,0,0,1,0,1,0,1,1,1,67,910,1,1,0,1,0,6,1,0,0,518.814991534709,5,1,0,BENIGN
2,51.976203142504595,0,0,0,2,0,1,0,1,1,1,68,2282,3,1,0,1,2,0,1,0,0,100.19502014769142,2,0,0,BENIGN
4,52.731156043512165,1,0,0,2,0,0,1,1,1,0,86,1015,11,0,0,0,2,7,1,0,0,0.0,5,1,0,BENIGN
6,100.84882333023822,1,0,1,2,1,1,1,1,0,0,75,242,5,0,1,0,5,2,1,1,0,726.317940528845,5,0,0,PHISHING
6,99.30300378953258,1,1,1,1,1,1,1,1,1,0,65,1489,11,0,1,0,1,9,1,0,0,0.0,4,0,0,PHISHING
0,35.705010988070796,0,0,0,2,0,0,1,1,1,1,40,2457,8,0,0,0,0,5,0,0,0,192.94036752249008,4,1,0,BENIGN
7,138.59854845590326,1,1,1,1,1,0,1,1,1,1,55,1052,10,1,1,0,1,14,0,1,1,628.9127995837882,6,0,0,PHISHING
4,52.06704440099894,0,0,0,2,0,0,0,1,1,1,63,2152,2,1,0,0,1,2,0,0,0,415.83065907582403,2,1,1,BENIGN
4,42.18493513607322,1,0,0,1,0,0,1,1,1,0,80,790,1,0,0,0,2,2,1,0,0,105.24826504489155,2,0,1,BENIGN
1,50.750907965302424,0,0,0,1,0,0,0,1,0,1,89,1419,11,0,0,0,1,6,0,0,0,475.2873736008606,3,0,0,BENIGN
1,91.08989980111681,1,1,0,2,1,0,1,0,0,1,57,1094,2,1,1,0,8,13,1,0,0,102.22460758047202,7,0,0,PHISHING
0,51.80948368963044,0,0,0,2,0,1,0,1,1,1,35,2021,9,0,0,0,1,5,0,0,0,152.40742873045966,3,1,1,BENIGN
6,82.70762044292941,1,1,0,3,1,1,1,1,0,0,28,1032,8,1,1,1,2,14,1,0,0,416.8220736244532,7,0,0,PHISHING
0,70.93046466608388,0,0,0,1,0,0,1,0,1,1,85,2132,2,0,0,0,2,0,1,0,0,283.7871991517485,2,1,0,BENIGN
1,51.41835661042376,0,1,0,1,0,0,1,1,1,1,25,1447,8,0,1,0,0,1,1,0,0,35.38613458753713,4,0,0,BENIGN
2,57.50347215450214,0,0,0,2,0,1,1,1,1,0,61,503,10,1,1,0,3,2,0,0,0,248.03950745635797,8,0,0,PHISHING
2,72.30969236470202,0,0,1,1,0,0,0,1,0,1,59,1342,7,0,0,0,0,2,0,0,0,358.48846757198487,4,1,0,BENIGN
1,113.78979265809117,1,0,0,2,0,0,1,0,0,0,39,1664,3,1,1,0,2,7,1,0,0,247.3450911251395,4,0,1,PHISHING
4,70.92255733802003,0,0,0,4,1,0,1,1,0,0,89,1459,18,1,1,1,5,4,1,0,0,3.69817867292673,7,0,0,PHISHING
3,37.08195982483427,1,0,0,2,1,1,1,1,0,0,72,1211,14,1,0,0,6,13,0,1,1,166.68036380753927,8,1,0,PHISHING
3,46.37280267259812,0,0,0,1,0,0,0,0,0,1,48,690,7,0,0,1,3,2,0,0,0,266.2163368823147,2,1,1,BENIGN
4,51.78500925964708,0,0,0,2,0,0,0,1,1,1,58,2460,10,0,1,0,1,1,1,0,0,338.6610482512015,2,1,0,BENIGN
3,46.04071702699168,0,0,0,2,0,0,1,1,0,1,64,1897,5,0,0,1,0,5,1,0,0,163.9364075055561,5,1,0,BENIGN
2,60.326952631233716,1,1,0,4,1,0,1,0,0,0,57,477,6,1,1,0,0,12,1,0,0,0.0,6,0,1,PHISHING
3,64.11670825411858,0,0,0,2,0,0,0,1,1,1,69,1502,7,0,0,0,2,5,0,0,0,56.06847732646932,4,1,0,BENIGN
1,59.28080479709835,0,0,0,1,0,0,0,1,1,0,52,133,11,0,0,0,1,7,1,0,0,321.77030727619365,5,0,0,BENIGN
2,50.21562678676435,0,0,0,2,0,0,1,0,1,1,75,2482,9,0,0,0,3,3,0,0,0,319.74039960372767,5,1,0,BENIGN
6,47.805251742291205,1,0,1,1,1,0,1,0,1,0,97,1015,18,1,0,0,4,0,1,0,0,360.63901410003353,6,0,0,PHISHING
2,83.57577197953472,0,0,0,3,1,1,1,0,0,0,35,828,6,0,0,1,0,10,0,1,0,253.11636267019628,8,0,0,PHISHING
5,78.46288466906444,1,0,0,2,0,1,1,1,0,0,80,1662,8,1,1,1,2,4,0,0,0,188.4330499370837,5,0,1,PHISHING
3,46.485522315108014,0,0,0,2,0,0,1,1,1,0,78,658,7,0,1,1,2,5,0,0,0,0.0,4,1,1,BENIGN
0,53.37823438911335,0,0,0,1,0,0,0,1,1,1,63,1155,11,0,0,0,1,0,0,0,0,235.98323979446874,3,1,0,BENIGN
1,53.116974162067976,0,0,1,2,1,0,0,1,1,0,15,270,2,1,0,0,0,4,0,0,0,432.8608252459145,2,0,0,BENIGN
0,55.524954721343505,0,0,0,2,0,1,0,1,1,1,60,477,7,1,0,1,1,6,0,0,0,223.65129485760562,3,1,0,BENIGN
5,32.91107113484898,1,0,1,3,0,1,1,1,0,0,84,1091,18,1,0,0,0,0,1,0,1,91.70277821757203,5,0,0,PHISHING
0,49.0855463291136,0,0,0,1,0,0,0,1,1,1,84,235,5,0,0,0,0,0,0,0,0,211.8094474256988,5,0,1,BENIGN
3,39.47626564817954,1,0,0,2,0,0,0,1,0,1,30,1776,0,0,0,0,1,3,1,0,0,396.39226767701257,2,0,0,BENIGN
3,52.950970584022,0,0,0,1,0,0,0,1,1,1,77,185,9,1,1,0,3,1,0,0,0,0.0,4,0,0,BENIGN
2,88.65980422661396,0,1,0,2,1,1,1,0,0,1,51,1141,14,1,1,1,6,12,1,1,0,303.59074596535123,3,1,0,PHISHING
4,37.18015622044073,0,0,0,2,0,0,1,0,1,1,22,532,4,0,0,0,3,6,1,1,0,334.002552734433,2,0,0,BENIGN
1,66.91768300080494,1,0,0,2,0,0,0,0,1,1,85,683,10,0,0,0,3,6,1,0,0,0.0,5,0,0,BENIGN
3,19.41521675976724,0,0,0,1,0,0,0,1,1,1,70,1471,4,0,0,0,1,6,0,0,0,0.0,2,0,0,BENIGN
7,64.5935047235743,1,0,1,4,1,1,1,1,0,0,30,1243,10,0,1,0,8,10,0,0,0,373.2216650721289,5,0,0,PHISHING
6,109.73242488583668,0,0,1,1,0,1,1,0,1,1,59,784,2,1,1,0,1,8,1,0,1,94.76563770271494,7,0,0,PHISHING
2,63.71924977589148,0,0,0,1,0,1,0,0,1,1,25,1606,7,0,0,1,3,6,0,1,0,742.29528280483,2,1,0,BENIGN
1,87.54128122303271,1,0,0,4,1,0,0,1,1,0,51,523,9,0,1,1,7,1,0,0,0,0.0,8,1,1,PHISHING
5,101.8829664498277,0,0,1,4,1,1,1,1,0,0,33,941,13,1,0,1,2,1,0,0,0,0.0,5,0,1,PHISHING
2,74.52558741707773,0,0,0,4,1,0,1,1,1,0,39,234,5,1,0,0,0,0,1,0,0,41.45139149500065,7,0,1,PHISHING
4,131.42818382357765,1,0,0,3,1,1,1,0,0,0,54,142,2,1,0,1,2,5,0,0,0,586.0449880801061,3,0,1,PHISHING
3,56.08702998751044,1,0,0,4,1,1,1,0,0,1,66,553,15,1,1,0,0,9,1,1,0,0.0,4,0,0,PHISHING
6,90.16522819306967,1,1,0,1,1,1,1,1,1,1,28,1632,14,0,1,1,6,2,0,1,0,72.19052065376894,8,0,1,PHISHING
1,90.2592344996779,1,1,1,4,0,0,1,0,0,0,56,1216,4,1,1,1,2,5,1,1,0,0.0,3,1,0,PHISHING
2,41.31357749980648,0,0,1,1,0,0,0,1,1,1,94,2018,11,0,0,1,1,0,0,0,0,277.2438598411704,2,0,1,BENIGN
0,10.194659814207824,0,0,0,2,0,0,1,1,1,0,70,2492,9,0,0,0,3,2,1,0,0,595.9747789153246,3,1,0,BENIGN
2,38.893826454745124,0,0,0,1,1,0,0,1,1,1,45,1644,7,0,0,0,0,7,0,0,0,186.89599975065582,3,0,0,BENIGN
1,38.64590090308742,1,0,0,1,0,0,1,1,0,0,17,1229,6,0,1,0,0,0,1,0,0,98.40399746459025,5,1,0,BENIGN
3,111.85092719969035,1,1,0,4,1,0,1,1,1,1,68,1448,6,1,1,0,3,9,1,0,0,449.77440772799406,3,0,0,PHISHING
3,47.402858899756126,0,0,0,1,0,0,0,1,1,1,61,2076,2,0,0,0,0,7,1,0,0,0.0,4,0,0,BENIGN
3,62.568706402009795,0,0,0,2,1,0,1,1,1,1,58,1503,4,0,0,0,1,7,1,0,0,368.62790610879415,5,1,0,BENIGN
4,45.815303780855736,0,0,0,1,0,0,0,1,1,0,29,2138,5,1,1,0,3,2,1,0,0,486.5449721434818,4,0,0,BENIGN
0,42.61222692929909,0,0,0,1,0,0,0,1,1,1,56,949,4,0,0,0,2,7,0,0,0,401.6708467088804,3,1,0,BENIGN
5,82.74275061625062,0,0,0,4,0,1,1,1,1,1,80,1364,10,0,1,0,7,10,0,0,0,489.2199642034507,8,0,0,PHISHING
2,46.519637978523825,0,1,0,4,0,0,1,1,1,0,85,204,13,1,1,1,0,8,0,0,0,0.0,4,0,0,PHISHING
2,69.48934484366369,1,0,0,4,1,0,1,0,0,1,61,987,3,1,1,0,3,13,1,1,1,167.73764566816595,8,0,0,PHISHING
3,74.95944796121991,0,0,0,2,0,1,1,1,1,0,87,1392,11,1,0,0,3,4,1,1,0,201.85839083745483,2,0,0,BENIGN
1,27.897586213106543,0,1,0,2,0,0,0,0,1,1,81,2230,10,0,0,0,1,4,1,0,0,173.74131852398145,5,1,0,BENIGN
6,80.54181108010033,1,1,1,3,1,0,1,0,1,1,89,562,5,1,1,1,8,14,1,1,0,2.5728018887011785,3,0,0,PHISHING
2,41.922574667009336,0,0,0,2,0,0,0,0,1,1,29,2404,2,0,0,0,1,4,0,0,0,89.38697114429769,3,1,0,BENIGN
7,68.68305033531847,1,0,0,4,0,1,1,0,0,1,50,1344,19,0,1,0,1,4,1,0,0,384.8187038323424,3,0,1,PHISHING
3,43.693587434212354,0,0,0,1,0,0,0,1,1,0,76,1394,6,1,0,0,2,0,0,0,0,297.0227399609237,2,0,0,BENIGN
3,107.32243317458551,0,0,0,4,1,1,1,1,1,0,49,694,19,0,1,0,2,5,1,1,0,203.76176577439708,5,0,0,PHISHING
5,51.01808633984969,1,0,1,4,1,1,1,1,0,1,64,1015,6,1,1,1,1,12,1,1,0,658.3349360398822,7,0,0,PHISHING
0,22.994321319135143,0,0,0,1,0,1,1,1,1,0,75,1116,7,0,0,0,1,4,0,0,0,344.346717770027,3,1,0,BENIGN
3,31.668040301536223,0,0,0,1,0,0,0,1,1,1,68,1739,1,0,0,0,3,2,0,0,0,0.0,3,0,1,BENIGN
5,85.2334179469117,1,0,0,2,0,1,0,1,0,1,83,1655,11,1,1,0,8,11,1,1,0,72.57152064901886,6,0,0,PHISHING
3,97.15112670669552,0,0,0,2,1,0,1,1,1,0,31,1300,9,0,1,1,1,4,0,0,0,406.7696556365256,3,0,0,PHISHING
4,93.40990664072183,0,0,0,2,1,0,1,1,0,1,104,231,4,1,1,1,1,4,1,1,0,58.993525021492886,5,0,1,PHISHING
4,68.23518370219159,1,0,0,4,1,0,1,0,0,0,42,889,3,1,1,0,7,7,0,0,0,344.0632937238771,8,0,0,PHISHING
0,NAN,0,0,0,2,0,0,1,1,1,1,60,210,10,0,0,0,2,7,1,0,0,69.33400164882562,2,0,1,BENIGN
2,19.039925917391727,0,0,0,1,0,0,1,1,0,1,81,1794,0,0,1,0,2,3,1,0,0,0.0,3,1,0,BENIGN
3,47.96685122912778,0,0,0,1,0,0,0,1,1,1,25,1981,2,0,0,0,1,5,1,0,0,210.46522346361957,3,1,1,BENIGN
2,48.0345928774679,0,0,0,2,1,1,1,1,1,0,76,788,7,0,0,1,2,1,1,0,0,249.35969919373787,4,1,0,BENIGN
3,28.299179371172276,0,0,1,2,0,0,1,1,1,1,42,1406,2,1,0,0,0,3,0,0,0,430.817791978744,4,0,0,BENIGN
4,39.864885920041765,0,1,0,2,1,0,0,0,0,0,44,1848,5,0,1,0,3,6,0,0,0,678.2544430908031,3,1,1,BENIGN
6,53.847633252954864,1,0,1,3,0,0,1,1,1,0,93,1628,6,1,1,1,7,2,1,0,0,688.6689742845796,6,0,0,PHISHING
5,53.981101397561986,1,1,1,2,1,1,0,1,0,0,60,1596,10,1,1,1,1,14,0,0,0,11.164890890982349,6,0,1,PHISHING
2,29.794239503394017,0,0,0,2,0,0,0,1,0,0,63,803,6,0,1,0,0,7,0,0,0,206.47058895286006,2,1,0,BENIGN
4,34.1618355258011,1,0,1,2,1,0,1,1,0,1,39,1092,10,1,0,0,0,10,0,1,0,178.1796137153609,8,1,0,PHISHING
0,31.677992193995216,0,0,0,2,0,0,1,0,0,1,31,1603,11,0,0,0,2,7,1,0,0,319.66201970817593,2,0,1,BENIGN
2,34.67441576653861,0,0,0,1,0,0,0,1,1,1,81,1376,4,0,0,0,1,2,1,0,0,241.74053693188745,5,1,0,BENIGN
3,74.45455984832887,1,0,0,3,0,1,1,1,0,1,32,703,12,1,1,1,0,8,0,0,0,146.68942075176028,8,0,1,PHISHING
2,71.15901789251689,0,0,0,1,1,0,0,1,1,1,52,2175,10,0,0,1,0,5,0,0,0,374.0702730405658,2,1,0,BENIGN
1,21.513613917292286,0,0,1,2,0,0,1,1,0,1,76,1304,2,0,0,0,3,1,0,0,0,336.56538095868734,2,1,1,BENIGN
2,53.3117475198614,0,0,0,1,0,0,1,1,1,0,48,1988,3,0,0,0,3,4,0,0,0,4.1198196030672705,3,0,0,BENIGN
1,42.31160061825368,0,0,0,2,0,0,0,0,1,0,47,447,6,0,1,0,1,0,0,1,0,363.8738173484187,3,0,0,BENIGN
2,52.23100253288288,0,1,0,2,0,1,0,1,1,1,68,610,8,0,0,0,3,0,0,0,0,0.0,4,0,0,BENIGN
1,47.81960381229157,0,0,0,1,0,0,0,0,1,0,48,2277,11,0,0,0,1,3,1,0,0,159.74086581332423,2,1,0,BENIGN
4,52.862817642191565,0,0,0,2,0,0,0,1,1,0,23,2406,9,1,0,0,1,5,0,0,0,0.0,5,1,0,BENIGN
2,20.76512491018983,0,0,0,1,0,0,0,1,1,1,71,2318,9,0,0,1,3,5,1,0,0,460.6356135776339,3,1,0,BENIGN
5,108.41484497138597,1,0,0,4,1,1,0,1,0,0,91,1066,17,1,1,0,6,14,1,1,0,239.80953006692553,5,0,1,PHISHING
1,69.06381542275712,0,0,0,1,0,1,0,0,1,1,48,1292,11,0,0,1,1,4,0,0,0,654.4390113851143,3,1,0,BENIGN
4,11.223340640714298,0,0,0,2,0,0,0,1,1,1,75,1906,7,0,0,0,3,6,1,0,0,0.0,3,NAN,1,BENIGN
2,57.442785630361094,0,0,0,1,0,0,1,0,1,1,80,2406,3,1,0,0,3,4,1,0,0,289.44677548140913,5,0,1,BENIGN
2,49.74741392509962,0,0,0,1,1,0,0,1,1,1,72,2223,7,0,0,0,3,1,1,0,0,573.8469606786268,3,1,0,BENIGN
1,109.13353230785157,1,1,0,3,0,1,1,1,1,1,81,428,16,1,1,0,4,2,1,0,0,67.76851810808392,6,0,0,PHISHING
1,36.99149642439668,0,0,0,2,0,0,1,1,0,1,16,768,7,0,0,0,2,6,1,0,0,370.5253629759502,4,0,0,BENIGN
4,83.23991928910505,0,0,0,1,0,0,1,1,1,1,16,2430,5,0,0,0,3,6,1,0,0,211.34999863363333,5,1,1,BENIGN
2,103.64098009251646,1,0,1,1,1,1,1,1,0,0,82,120,10,1,1,0,1,1,1,1,1,0.0,8,0,0,PHISHING
0,34.82603339767235,0,0,0,1,1,0,1,1,1,1,29,185,3,0,0,0,0,3,1,0,0,0.0,5,0,0,BENIGN
4,91.2046648619174,1,0,0,4,1,1,1,1,1,0,89,1074,11,0,1,0,5,6,0,0,0,517.6519447517073,3,0,0,PHISHING
4,26.225291788407908,0,0,0,1,1,0,0,1,1,0,48,1259,1,0,0,0,1,2,0,0,0,470.4331279839079,2,1,0,BENIGN
3,61.33826245066189,NAN,0,0,1,1,0,1,1,1,1,50,2018,1,1,0,0,1,5,0,1,0,365.96196880964163,2,1,0,BENIGN
0,27.426500567619875,0,0,0,2,0,0,1,1,1,1,73,1321,5,0,0,1,1,4,0,0,0,624.009701691243,4,1,1,BENIGN
2,41.22291668638192,0,0,0,4,1,0,1,1,0,1,34,1114,9,1,1,1,7,8,1,1,0,212.0515840228142,5,0,0,PHISHING
3,61.92028286023954,0,0,0,2,0,0,1,1,0,0,64,2348,0,0,0,0,3,3,0,0,0,44.73988998084849,3,1,0,BENIGN
0,45.998187237888075,0,0,0,2,0,0,0,1,1,1,20,718,11,0,0,0,2,4,1,0,0,162.37590575746992,4,0,0,BENIGN
4,101.19586682738918,0,0,0,3,0,0,1,1,0,0,99,676,12,1,1,0,7,4,0,1,0,227.09117296703585,5,1,1,PHISHING
6,15.0,1,0,1,4,0,1,1,0,0,0,69,774,3,1,1,1,8,12,0,0,0,120.87033704141868,5,0,0,PHISHING
1,66.49821759909258,0,0,0,2,0,0,0,0,0,0,83,169,8,0,0,0,1,7,0,0,0,0.0,2,1,0,BENIGN
